year,country,wine_type,activity_type,quantity
2011,Slovakia,Vermouth,Degree of self-sufficiency (%),0
2011,Slovakia,Vermouth,Vinegar manufacture (1000 hl),0
2011,Slovakia,Vermouth,Imports0 bottled (1000 hl),0
2011,Slovakia,Vermouth,Exports0 bottled (1000 hl),0
2011,Slovakia,Wine - Total,Official production (1000 hl),207.15
2011,Slovakia,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2011,Slovakia,Wine - Total,Usable production (1000 hl),207.15
2011,Slovakia,Wine - Total,Total production other than for vinification (1000 hl),0
2011,Slovakia,Wine - Total,Losses from evaporation (1000 hl),0
2011,Slovakia,Wine - Total,Imports from EU (1000 t),0
2011,Slovakia,Wine - Total,Imports from third countries (1000 hl),64.09
2011,Slovakia,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),79.62
2011,Slovakia,Wine - Total,Gross human consumption (1000 hl),798.39
2011,Slovakia,Wine - Total,Degree of self-sufficiency (%),0
2011,Slovakia,Wine - Total,Vinegar manufacture (1000 hl),0
2011,Slovakia,Wine - Total,Imports0 bottled (1000 hl),23.64
2011,Slovakia,Wine - Total,Exports0 bottled (1000 hl),1.04
2011,Slovakia,Red and rose wine,Official production (1000 hl),0
2011,Slovakia,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2011,Slovakia,Red and rose wine,Usable production (1000 hl),0
2011,Slovakia,Red and rose wine,Total production other than for vinification (1000 hl),0
2011,Slovakia,Red and rose wine,Losses from evaporation (1000 hl),0
2011,Slovakia,Red and rose wine,Imports from EU (1000 t),0
2011,Slovakia,Red and rose wine,Imports from third countries (1000 hl),0
2011,Slovakia,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2011,Slovakia,Red and rose wine,Gross human consumption (1000 hl),0
2011,Slovakia,Red and rose wine,Degree of self-sufficiency (%),0
2011,Slovakia,Red and rose wine,Vinegar manufacture (1000 hl),0
2011,Slovakia,Red and rose wine,Imports0 bottled (1000 hl),0
2011,Slovakia,Red and rose wine,Exports0 bottled (1000 hl),0
2011,Slovakia,White wine,Official production (1000 hl),135.54
2011,Slovakia,White wine,Most intended for the production of grape juice (1000 hl),0
2011,Slovakia,White wine,Usable production (1000 hl),135.54
2011,Slovakia,White wine,Total production other than for vinification (1000 hl),0
2011,Slovakia,White wine,Losses from evaporation (1000 hl),0
2011,Slovakia,White wine,Imports from EU (1000 t),0
2011,Slovakia,White wine,Imports from third countries (1000 hl),25.58
2011,Slovakia,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),13.07
2011,Slovakia,White wine,Gross human consumption (1000 hl),522.62
2011,Slovakia,White wine,Degree of self-sufficiency (%),0
2011,Slovakia,White wine,Vinegar manufacture (1000 hl),0
2011,Slovakia,White wine,Imports0 bottled (1000 hl),9.45
2011,Slovakia,White wine,Exports0 bottled (1000 hl),0.38
2011,Slovakia,Quality wines P.S.R. - Total,Official production (1000 hl),0
2011,Slovakia,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2011,Slovakia,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2011,Slovakia,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2011,Slovakia,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2011,Slovakia,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2011,Slovakia,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2011,Slovakia,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2011,Slovakia,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2011,Slovakia,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2011,Slovakia,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2011,Slovakia,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2011,Slovakia,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2012,Slovakia,Vermouth,Official production (1000 hl),0
2012,Slovakia,Vermouth,Most intended for the production of grape juice (1000 hl),0
2012,Slovakia,Vermouth,Usable production (1000 hl),0
2012,Slovakia,Vermouth,Total production other than for vinification (1000 hl),0
2012,Slovakia,Vermouth,Losses from evaporation (1000 hl),0
2012,Slovakia,Vermouth,Imports from EU (1000 t),0
2012,Slovakia,Vermouth,Imports from third countries (1000 hl),0
2012,Slovakia,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2012,Slovakia,Vermouth,Gross human consumption (1000 hl),0
2012,Slovakia,Vermouth,Degree of self-sufficiency (%),0
2012,Slovakia,Vermouth,Vinegar manufacture (1000 hl),0
2012,Slovakia,Vermouth,Imports0 bottled (1000 hl),0
2012,Slovakia,Vermouth,Exports0 bottled (1000 hl),0
2012,Slovakia,Wine - Total,Official production (1000 hl),369.29
2012,Slovakia,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2012,Slovakia,Wine - Total,Usable production (1000 hl),369.29
2012,Slovakia,Wine - Total,Total production other than for vinification (1000 hl),0
2012,Slovakia,Wine - Total,Losses from evaporation (1000 hl),0
2012,Slovakia,Wine - Total,Imports from EU (1000 t),0
2012,Slovakia,Wine - Total,Imports from third countries (1000 hl),37.88
2012,Slovakia,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),167.78
2012,Slovakia,Wine - Total,Gross human consumption (1000 hl),802.21
2012,Slovakia,Wine - Total,Degree of self-sufficiency (%),0
2012,Slovakia,Wine - Total,Vinegar manufacture (1000 hl),0
2012,Slovakia,Wine - Total,Imports0 bottled (1000 hl),6.52
2012,Slovakia,Wine - Total,Exports0 bottled (1000 hl),0.95
2012,Slovakia,Red and rose wine,Official production (1000 hl),0
2012,Slovakia,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2012,Slovakia,Red and rose wine,Usable production (1000 hl),0
2012,Slovakia,Red and rose wine,Total production other than for vinification (1000 hl),0
2012,Slovakia,Red and rose wine,Losses from evaporation (1000 hl),0
2012,Slovakia,Red and rose wine,Imports from EU (1000 t),0
2012,Slovakia,Red and rose wine,Imports from third countries (1000 hl),0
2012,Slovakia,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2012,Slovakia,Red and rose wine,Gross human consumption (1000 hl),0
2012,Slovakia,Red and rose wine,Degree of self-sufficiency (%),0
2012,Slovakia,Red and rose wine,Vinegar manufacture (1000 hl),0
2012,Slovakia,Red and rose wine,Imports0 bottled (1000 hl),0
2012,Slovakia,Red and rose wine,Exports0 bottled (1000 hl),0
2012,Slovakia,White wine,Official production (1000 hl),252.87
2012,Slovakia,White wine,Most intended for the production of grape juice (1000 hl),0
2012,Slovakia,White wine,Usable production (1000 hl),252.87
2012,Slovakia,White wine,Total production other than for vinification (1000 hl),0
2012,Slovakia,White wine,Losses from evaporation (1000 hl),0
2012,Slovakia,White wine,Imports from EU (1000 t),0
2012,Slovakia,White wine,Imports from third countries (1000 hl),14.86
2012,Slovakia,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),94.14
2012,Slovakia,White wine,Gross human consumption (1000 hl),412.29
2012,Slovakia,White wine,Degree of self-sufficiency (%),0
2012,Slovakia,White wine,Vinegar manufacture (1000 hl),0
2012,Slovakia,White wine,Imports0 bottled (1000 hl),2.18
2012,Slovakia,White wine,Exports0 bottled (1000 hl),0.28
2012,Slovakia,Quality wines P.S.R. - Total,Official production (1000 hl),0
2012,Slovakia,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2012,Slovakia,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2012,Slovakia,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2012,Slovakia,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2012,Slovakia,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2012,Slovakia,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2012,Slovakia,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2012,Slovakia,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2012,Slovakia,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2012,Slovakia,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2012,Slovakia,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2012,Slovakia,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2013,Slovakia,Vermouth,Official production (1000 hl),0
2013,Slovakia,Vermouth,Most intended for the production of grape juice (1000 hl),0
2013,Slovakia,Vermouth,Usable production (1000 hl),0
2013,Slovakia,Vermouth,Total production other than for vinification (1000 hl),0
2013,Slovakia,Vermouth,Losses from evaporation (1000 hl),0
2013,Slovakia,Vermouth,Imports from EU (1000 t),0
2013,Slovakia,Vermouth,Imports from third countries (1000 hl),0
2013,Slovakia,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2013,Slovakia,Vermouth,Gross human consumption (1000 hl),0
2013,Slovakia,Vermouth,Degree of self-sufficiency (%),0
2013,Slovakia,Vermouth,Vinegar manufacture (1000 hl),0
2013,Slovakia,Vermouth,Imports0 bottled (1000 hl),0
2013,Slovakia,Vermouth,Exports0 bottled (1000 hl),0
2013,Slovakia,Wine - Total,Official production (1000 hl),325.27
2013,Slovakia,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2013,Slovakia,Wine - Total,Usable production (1000 hl),325.27
2013,Slovakia,Wine - Total,Total production other than for vinification (1000 hl),0
2013,Slovakia,Wine - Total,Losses from evaporation (1000 hl),0
2013,Slovakia,Wine - Total,Imports from EU (1000 t),0
2013,Slovakia,Wine - Total,Imports from third countries (1000 hl),50.04
2013,Slovakia,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),181.29
2013,Slovakia,Wine - Total,Gross human consumption (1000 hl),720.07
2013,Slovakia,Wine - Total,Degree of self-sufficiency (%),0
2013,Slovakia,Wine - Total,Vinegar manufacture (1000 hl),0
2013,Slovakia,Wine - Total,Imports0 bottled (1000 hl),16.94
2013,Slovakia,Wine - Total,Exports0 bottled (1000 hl),0.68
2013,Slovakia,Red and rose wine,Official production (1000 hl),0
2013,Slovakia,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2013,Slovakia,Red and rose wine,Usable production (1000 hl),0
2013,Slovakia,Red and rose wine,Total production other than for vinification (1000 hl),0
2013,Slovakia,Red and rose wine,Losses from evaporation (1000 hl),0
2013,Slovakia,Red and rose wine,Imports from EU (1000 t),0
2013,Slovakia,Red and rose wine,Imports from third countries (1000 hl),0
2013,Slovakia,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2013,Slovakia,Red and rose wine,Gross human consumption (1000 hl),0
2013,Slovakia,Red and rose wine,Degree of self-sufficiency (%),0
2013,Slovakia,Red and rose wine,Vinegar manufacture (1000 hl),0
2013,Slovakia,Red and rose wine,Imports0 bottled (1000 hl),0
2013,Slovakia,Red and rose wine,Exports0 bottled (1000 hl),0
2013,Slovakia,White wine,Official production (1000 hl),211.13
2013,Slovakia,White wine,Most intended for the production of grape juice (1000 hl),0
2013,Slovakia,White wine,Usable production (1000 hl),211.13
2013,Slovakia,White wine,Total production other than for vinification (1000 hl),0
2013,Slovakia,White wine,Losses from evaporation (1000 hl),0
2013,Slovakia,White wine,Imports from EU (1000 t),0
2013,Slovakia,White wine,Imports from third countries (1000 hl),2.71
2013,Slovakia,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),35.87
2013,Slovakia,White wine,Gross human consumption (1000 hl),502.66
2013,Slovakia,White wine,Degree of self-sufficiency (%),0
2013,Slovakia,White wine,Vinegar manufacture (1000 hl),0
2013,Slovakia,White wine,Imports0 bottled (1000 hl),2.42
2013,Slovakia,White wine,Exports0 bottled (1000 hl),0.35
2013,Slovakia,Quality wines P.S.R. - Total,Official production (1000 hl),0
2013,Slovakia,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2013,Slovakia,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2013,Slovakia,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2013,Slovakia,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2013,Slovakia,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2013,Slovakia,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2013,Slovakia,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2013,Slovakia,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2013,Slovakia,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2013,Slovakia,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2013,Slovakia,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2013,Slovakia,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2014,Slovakia,Vermouth,Official production (1000 hl),0
2014,Slovakia,Vermouth,Most intended for the production of grape juice (1000 hl),0
2014,Slovakia,Vermouth,Usable production (1000 hl),0
2014,Slovakia,Vermouth,Total production other than for vinification (1000 hl),0
2014,Slovakia,Vermouth,Losses from evaporation (1000 hl),0
2014,Slovakia,Vermouth,Imports from EU (1000 t),0
2014,Slovakia,Vermouth,Imports from third countries (1000 hl),0
2014,Slovakia,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2014,Slovakia,Vermouth,Gross human consumption (1000 hl),0
2014,Slovakia,Vermouth,Degree of self-sufficiency (%),0
2014,Slovakia,Vermouth,Vinegar manufacture (1000 hl),0
2014,Slovakia,Vermouth,Imports0 bottled (1000 hl),0
2014,Slovakia,Vermouth,Exports0 bottled (1000 hl),0
2014,Slovakia,Wine - Total,Official production (1000 hl),373.49
2014,Slovakia,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2014,Slovakia,Wine - Total,Usable production (1000 hl),373.49
2014,Slovakia,Wine - Total,Total production other than for vinification (1000 hl),0
2014,Slovakia,Wine - Total,Losses from evaporation (1000 hl),0
2014,Slovakia,Wine - Total,Imports from EU (1000 t),0
2014,Slovakia,Wine - Total,Imports from third countries (1000 hl),52.04
2014,Slovakia,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),221.19
2014,Slovakia,Wine - Total,Gross human consumption (1000 hl),723
2014,Slovakia,Wine - Total,Degree of self-sufficiency (%),0
2014,Slovakia,Wine - Total,Vinegar manufacture (1000 hl),0
2014,Slovakia,Wine - Total,Imports0 bottled (1000 hl),51.99
2014,Slovakia,Wine - Total,Exports0 bottled (1000 hl),1.95
2014,Slovakia,Red and rose wine,Official production (1000 hl),0
2014,Slovakia,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2014,Slovakia,Red and rose wine,Usable production (1000 hl),0
2014,Slovakia,Red and rose wine,Total production other than for vinification (1000 hl),0
2014,Slovakia,Red and rose wine,Losses from evaporation (1000 hl),0
2014,Slovakia,Red and rose wine,Imports from EU (1000 t),0
2014,Slovakia,Red and rose wine,Imports from third countries (1000 hl),0
2014,Slovakia,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2014,Slovakia,Red and rose wine,Gross human consumption (1000 hl),0
2014,Slovakia,Red and rose wine,Degree of self-sufficiency (%),0
2014,Slovakia,Red and rose wine,Vinegar manufacture (1000 hl),0
2014,Slovakia,Red and rose wine,Imports0 bottled (1000 hl),0
2014,Slovakia,Red and rose wine,Exports0 bottled (1000 hl),0
2014,Slovakia,White wine,Official production (1000 hl),249.25
2014,Slovakia,White wine,Most intended for the production of grape juice (1000 hl),0
2014,Slovakia,White wine,Usable production (1000 hl),249.25
2014,Slovakia,White wine,Total production other than for vinification (1000 hl),0
2014,Slovakia,White wine,Losses from evaporation (1000 hl),0
2014,Slovakia,White wine,Imports from EU (1000 t),0
2014,Slovakia,White wine,Imports from third countries (1000 hl),28.66
2014,Slovakia,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),70.04
2014,Slovakia,White wine,Gross human consumption (1000 hl),371.23
2014,Slovakia,White wine,Degree of self-sufficiency (%),0
2014,Slovakia,White wine,Vinegar manufacture (1000 hl),0
2014,Slovakia,White wine,Imports0 bottled (1000 hl),28.66
2014,Slovakia,White wine,Exports0 bottled (1000 hl),0.48
2014,Slovakia,Quality wines P.S.R. - Total,Official production (1000 hl),0
2014,Slovakia,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2014,Slovakia,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2014,Slovakia,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2014,Slovakia,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2014,Slovakia,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2014,Slovakia,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2014,Slovakia,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2014,Slovakia,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2014,Slovakia,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2014,Slovakia,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2014,Slovakia,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2014,Slovakia,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2015,Slovakia,Vermouth,Official production (1000 hl),0
2015,Slovakia,Vermouth,Most intended for the production of grape juice (1000 hl),0
2015,Slovakia,Vermouth,Usable production (1000 hl),0
2015,Slovakia,Vermouth,Total production other than for vinification (1000 hl),0
2015,Slovakia,Vermouth,Losses from evaporation (1000 hl),0
2015,Slovakia,Vermouth,Imports from EU (1000 t),0
2015,Slovakia,Vermouth,Imports from third countries (1000 hl),0
2015,Slovakia,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2015,Slovakia,Vermouth,Gross human consumption (1000 hl),0
2015,Slovakia,Vermouth,Degree of self-sufficiency (%),0
2015,Slovakia,Vermouth,Vinegar manufacture (1000 hl),0
2015,Slovakia,Vermouth,Imports0 bottled (1000 hl),0
2015,Slovakia,Vermouth,Exports0 bottled (1000 hl),0
2015,Slovakia,Wine - Total,Official production (1000 hl),286.15
2015,Slovakia,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2015,Slovakia,Wine - Total,Usable production (1000 hl),286.15
2015,Slovakia,Wine - Total,Total production other than for vinification (1000 hl),0
2015,Slovakia,Wine - Total,Losses from evaporation (1000 hl),0
2015,Slovakia,Wine - Total,Imports from EU (1000 t),0
2015,Slovakia,Wine - Total,Imports from third countries (1000 hl),46.97
2015,Slovakia,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),259.95
2015,Slovakia,Wine - Total,Gross human consumption (1000 hl),965
2015,Slovakia,Wine - Total,Degree of self-sufficiency (%),0
2015,Slovakia,Wine - Total,Vinegar manufacture (1000 hl),0
2015,Slovakia,Wine - Total,Imports0 bottled (1000 hl),19.81
2015,Slovakia,Wine - Total,Exports0 bottled (1000 hl),2.74
2015,Slovakia,Red and rose wine,Official production (1000 hl),0
2015,Slovakia,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2015,Slovakia,Red and rose wine,Usable production (1000 hl),0
2015,Slovakia,Red and rose wine,Total production other than for vinification (1000 hl),0
2015,Slovakia,Red and rose wine,Losses from evaporation (1000 hl),0
2015,Slovakia,Red and rose wine,Imports from EU (1000 t),0
2015,Slovakia,Red and rose wine,Imports from third countries (1000 hl),0
2015,Slovakia,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2015,Slovakia,Red and rose wine,Gross human consumption (1000 hl),0
2015,Slovakia,Red and rose wine,Degree of self-sufficiency (%),0
2015,Slovakia,Red and rose wine,Vinegar manufacture (1000 hl),0
2015,Slovakia,Red and rose wine,Imports0 bottled (1000 hl),0
2015,Slovakia,Red and rose wine,Exports0 bottled (1000 hl),0
2015,Slovakia,White wine,Official production (1000 hl),206.2
2015,Slovakia,White wine,Most intended for the production of grape juice (1000 hl),0
2015,Slovakia,White wine,Usable production (1000 hl),206.2
2015,Slovakia,White wine,Total production other than for vinification (1000 hl),0
2015,Slovakia,White wine,Losses from evaporation (1000 hl),0
2015,Slovakia,White wine,Imports from EU (1000 t),0
2015,Slovakia,White wine,Imports from third countries (1000 hl),25.18
2015,Slovakia,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),183.52
2015,Slovakia,White wine,Gross human consumption (1000 hl),621.42
2015,Slovakia,White wine,Degree of self-sufficiency (%),0
2015,Slovakia,White wine,Vinegar manufacture (1000 hl),0
2015,Slovakia,White wine,Imports0 bottled (1000 hl),9.29
2015,Slovakia,White wine,Exports0 bottled (1000 hl),0.88
2015,Slovakia,Quality wines P.S.R. - Total,Official production (1000 hl),0
2015,Slovakia,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2015,Slovakia,Quality wines P.S.R. - Total,Usable production (1000 hl),0
2015,Slovakia,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2015,Slovakia,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2015,Slovakia,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2015,Slovakia,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2015,Slovakia,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2015,Slovakia,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),0
2015,Slovakia,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),0
2015,Slovakia,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2015,Slovakia,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2015,Slovakia,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),0
2006,Slovenia,Vermouth,Official production (1000 hl),0
2006,Slovenia,Vermouth,Most intended for the production of grape juice (1000 hl),0
2006,Slovenia,Vermouth,Usable production (1000 hl),0
2006,Slovenia,Vermouth,Total production other than for vinification (1000 hl),0
2006,Slovenia,Vermouth,Losses from evaporation (1000 hl),0
2006,Slovenia,Vermouth,Imports from EU (1000 t),0
2006,Slovenia,Vermouth,Imports from third countries (1000 hl),0
2006,Slovenia,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2006,Slovenia,Vermouth,Gross human consumption (1000 hl),0
2006,Slovenia,Vermouth,Degree of self-sufficiency (%),0
2006,Slovenia,Vermouth,Vinegar manufacture (1000 hl),0
2006,Slovenia,Vermouth,Imports0 bottled (1000 hl),0
2006,Slovenia,Vermouth,Exports0 bottled (1000 hl),0
2006,Slovenia,Wine - Total,Official production (1000 hl),846
2006,Slovenia,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2006,Slovenia,Wine - Total,Usable production (1000 hl),846
2006,Slovenia,Wine - Total,Total production other than for vinification (1000 hl),0
2006,Slovenia,Wine - Total,Losses from evaporation (1000 hl),0
2006,Slovenia,Wine - Total,Imports from EU (1000 t),16
2006,Slovenia,Wine - Total,Imports from third countries (1000 hl),16.55
2006,Slovenia,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),44163
2006,Slovenia,Wine - Total,Gross human consumption (1000 hl),869059
2006,Slovenia,Wine - Total,Degree of self-sufficiency (%),95488
2006,Slovenia,Wine - Total,Vinegar manufacture (1000 hl),0
2006,Slovenia,Wine - Total,Imports0 bottled (1000 hl),6375
2006,Slovenia,Wine - Total,Exports0 bottled (1000 hl),30482
2006,Slovenia,Red and rose wine,Official production (1000 hl),0
2006,Slovenia,Red and rose wine,Most intended for the production of grape juice (1000 hl),0
2006,Slovenia,Red and rose wine,Usable production (1000 hl),0
2006,Slovenia,Red and rose wine,Total production other than for vinification (1000 hl),0
2006,Slovenia,Red and rose wine,Losses from evaporation (1000 hl),0
2006,Slovenia,Red and rose wine,Imports from EU (1000 t),0
2006,Slovenia,Red and rose wine,Imports from third countries (1000 hl),0
2006,Slovenia,Red and rose wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2006,Slovenia,Red and rose wine,Gross human consumption (1000 hl),0
2006,Slovenia,Red and rose wine,Degree of self-sufficiency (%),1236
2006,Slovenia,Red and rose wine,Vinegar manufacture (1000 hl),0
2006,Slovenia,Red and rose wine,Imports0 bottled (1000 hl),0
2006,Slovenia,Red and rose wine,Exports0 bottled (1000 hl),0
2006,Slovenia,White wine,Official production (1000 hl),571
2006,Slovenia,White wine,Most intended for the production of grape juice (1000 hl),0
2006,Slovenia,White wine,Usable production (1000 hl),571
2006,Slovenia,White wine,Total production other than for vinification (1000 hl),0
2006,Slovenia,White wine,Losses from evaporation (1000 hl),0
2006,Slovenia,White wine,Imports from EU (1000 t),1
2006,Slovenia,White wine,Imports from third countries (1000 hl),293
2006,Slovenia,White wine,Total exports (for EUR 0 Exports to third countries) (1000 hl),32997
2006,Slovenia,White wine,Gross human consumption (1000 hl),594407
2006,Slovenia,White wine,Degree of self-sufficiency (%),94251
2006,Slovenia,White wine,Vinegar manufacture (1000 hl),0
2006,Slovenia,White wine,Imports0 bottled (1000 hl),293
2006,Slovenia,White wine,Exports0 bottled (1000 hl),20886
2006,Slovenia,Quality wines P.S.R. - Total,Official production (1000 hl),533
2006,Slovenia,Quality wines P.S.R. - Total,Most intended for the production of grape juice (1000 hl),0
2006,Slovenia,Quality wines P.S.R. - Total,Usable production (1000 hl),533
2006,Slovenia,Quality wines P.S.R. - Total,Total production other than for vinification (1000 hl),0
2006,Slovenia,Quality wines P.S.R. - Total,Losses from evaporation (1000 hl),0
2006,Slovenia,Quality wines P.S.R. - Total,Imports from EU (1000 t),0
2006,Slovenia,Quality wines P.S.R. - Total,Imports from third countries (1000 hl),0
2006,Slovenia,Quality wines P.S.R. - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),40363
2006,Slovenia,Quality wines P.S.R. - Total,Gross human consumption (1000 hl),511581
2006,Slovenia,Quality wines P.S.R. - Total,Degree of self-sufficiency (%),102.06
2006,Slovenia,Quality wines P.S.R. - Total,Vinegar manufacture (1000 hl),0
2006,Slovenia,Quality wines P.S.R. - Total,Imports0 bottled (1000 hl),0
2006,Slovenia,Quality wines P.S.R. - Total,Exports0 bottled (1000 hl),26811
2007,Slovenia,Vermouth,Official production (1000 hl),0
2007,Slovenia,Vermouth,Most intended for the production of grape juice (1000 hl),0
2007,Slovenia,Vermouth,Usable production (1000 hl),0
2007,Slovenia,Vermouth,Total production other than for vinification (1000 hl),0
2007,Slovenia,Vermouth,Losses from evaporation (1000 hl),0
2007,Slovenia,Vermouth,Imports from EU (1000 t),0
2007,Slovenia,Vermouth,Imports from third countries (1000 hl),0
2007,Slovenia,Vermouth,Total exports (for EUR 0 Exports to third countries) (1000 hl),0
2007,Slovenia,Vermouth,Gross human consumption (1000 hl),0
2007,Slovenia,Vermouth,Degree of self-sufficiency (%),0
2007,Slovenia,Vermouth,Vinegar manufacture (1000 hl),0
2007,Slovenia,Vermouth,Imports0 bottled (1000 hl),0
2007,Slovenia,Vermouth,Exports0 bottled (1000 hl),0
2007,Slovenia,Wine - Total,Official production (1000 hl),738.4
2007,Slovenia,Wine - Total,Most intended for the production of grape juice (1000 hl),0
2007,Slovenia,Wine - Total,Usable production (1000 hl),738.4
2007,Slovenia,Wine - Total,Total production other than for vinification (1000 hl),0
2007,Slovenia,Wine - Total,Losses from evaporation (1000 hl),0
2007,Slovenia,Wine - Total,Imports from EU (1000 t),17
2007,Slovenia,Wine - Total,Imports from third countries (1000 hl),16617
2007,Slovenia,Wine - Total,Total exports (for EUR 0 Exports to third countries) (1000 hl),53381
2007,Slovenia,Wine - Total,Gross human consumption (1000 hl),793779
2007,Slovenia,Wine - Total,Degree of self-sufficiency (%),91324
